Longitude,Latitude,Date,Season,Farm_Size_Hectares,N,P,K,Soil_Type,Cultivated_Crop
91.06000297880512,19.05049719724108,2024-04-16,Kharif,7.201629603569238,96.76723963865732,2.8830222417854157,58.752707480921465,Clay,Vegetables
95.68302654995881,27.011950852116858,2024-07-01,Rabi,6.375232276787767,71.84808444669221,87.69847964485203,31.72840702272881,Loamy,Peanuts
82.20493504787629,10.58004488554427,2024-06-02,Kharif,8.084951777751119,47.55433821330342,84.32131514824627,24.6146991885269,Sandy,Lentils
93.8926678681096,12.805890020346869,2023-12-13,Rabi,1.437454114323327,34.559892735283896,15.333763727381267,61.77172108739396,Clay,Spices
91.51315474488723,10.780356296328078,2024-04-05,Kharif,4.648221620662,27.091190436011725,28.919816379635023,71.37099131202802,Clay,Barley
69.46434891006577,31.794070895111098,2024-08-28,Kharif,1.382343916543705,31.600827993062552,32.75705583952191,98.37420243702752,Loamy,Lentils
82.39112591866811,34.266474673384806,2024-04-26,Rabi,4.471788684904962,99.29016268668342,40.05383727180744,94.09836680790433,Sandy,Pulses
81.87605646709629,29.506203759627066,2023-11-06,Rabi,2.4245344886998907,98.48600523415287,23.155051087412847,99.82232983005204,Saline,Barley
84.16818221276314,16.5653425075216,2024-05-19,Rabi,5.897114560583819,59.014368677198206,68.35504002735829,45.14977912143932,Clay,Millets
74.37877586451447,34.33303468896108,2024-05-05,Rabi,3.1937586387354497,46.97043463552728,1.9365431057353,54.73119578919281,Loamy,Soybean
79.43017745052651,22.836313413658715,2023-11-14,Kharif,4.159366140137963,8.834236864753631,92.7804673176473,60.0530337399957,Loamy,Barley
71.56476218323711,16.838021455040867,2024-05-11,Zaid,5.8049950456064785,5.302788089047161,85.15322262437891,38.85528841254278,Sandy,Groundnut
88.84664006782103,9.786158323024322,2024-10-02,Kharif,4.808187353466717,64.20034256600837,82.03345812601798,87.65257874840361,Sandy,Maize
73.5500725208314,36.07443859063309,2023-12-26,Zaid,2.2791342264823635,19.124885142666383,51.26936614994754,76.64099930839957,Clay,Maize
90.39570899103208,26.11406399127995,2024-07-22,Zaid,9.198760950770119,47.31737001965367,49.63590446713238,49.335801174631186,Saline,Barley
70.66457059853892,35.220955347514106,2024-04-09,Kharif,2.2379243546921073,60.485337918090856,3.220291382043705,48.069436493233674,Loamy,Sugarcane
89.0934996994844,14.329465986143848,2024-01-07,Rabi,4.540780478487796,65.66324753595588,59.7903514758581,59.614658981708516,Clay,Maize
92.56413412799428,13.2635423556932,2024-07-24,Rabi,4.024395671426957,18.779039854641432,31.680503676199013,59.96657691668615,Loamy,Pulses
74.69835267552077,8.75252796146585,2024-07-01,Zaid,5.124180465749033,12.678955628450328,72.65809903008252,5.994547285614016,Saline,Vegetables
74.63686339458621,36.60823777393781,2024-08-12,Zaid,9.486689262467975,76.75420813920873,78.90992577555306,40.154046111043826,Clay,Barley
83.59729814202402,25.299387957951094,2024-04-21,Zaid,6.153749682072673,34.30352608425407,23.82978845383682,26.46866437957508,Loamy,Spices
70.13104906336035,23.73339954584086,2024-08-29,Zaid,6.673290582849484,58.6542533507053,46.7051230071536,70.3923104802545,Clay,Cotton
74.70619959210758,21.86144870143705,2024-01-19,Kharif,9.773363716999738,49.866844120882845,23.830368768747945,1.3615877797160558,Saline,Spices
89.70717204898123,23.87970572492737,2024-05-26,Rabi,3.1697780121685364,31.562070646544036,39.84208337203334,97.83208368635452,Clay,Chickpeas
95.90777141301598,36.357428879100226,2023-12-12,Zaid,4.2481422245698095,54.123237826611515,32.61584060849485,59.751375505529325,Clay,Pulses
94.80624571077158,21.45830062836304,2024-08-10,Kharif,3.0285058695262648,70.33973160020594,34.56297089325834,17.494416666136626,Sandy,Pulses
70.4099076278699,21.02638297244001,2024-07-24,Kharif,2.3883676110173564,13.634777630670957,43.13591790617348,85.0223759907084,Loamy,Rice
91.80113136958585,17.453929133371144,2024-03-01,Kharif,1.706387271111613,88.29252875107547,45.01988818792623,28.16135773505938,Saline,Chickpeas
85.88736036994395,36.687877379516635,2024-08-21,Zaid,3.4658008660304715,24.11244693154372,38.15386846613441,46.38469299638307,Loamy,Sugarcane
86.06996265310642,35.89701406828435,2024-09-30,Kharif,9.428209954417337,90.33601033579654,85.53568955794192,18.176820476185718,Sandy,Oilseeds
89.53572152461139,20.252209172477183,2024-02-20,Rabi,2.554380056614153,29.206387088163677,29.687439456079755,99.16044873273209,Loamy,Mustard
88.59974764464835,23.9686338177642,2024-03-03,Zaid,5.987249730097272,11.872414708184742,27.422330389655148,53.895894381265805,Sandy,Tobacco
96.20714863407667,34.38239324182224,2024-05-10,Zaid,4.319473504363766,28.618024642428473,50.51049547773061,36.00284611673206,Sandy,Fruits
75.29536709038274,26.739069584897706,2024-02-27,Kharif,1.230592810621506,67.97048205414832,75.44967696003911,20.860491379793157,Loamy,Groundnut
87.49374471886253,21.914685596049225,2024-03-05,Rabi,9.355755371839955,71.91385211851738,9.730736496774405,37.14678659515602,Loamy,Tobacco
93.13993037648729,9.1049632435618,2024-07-16,Kharif,4.5220844033841,69.18154958227794,53.31379341251906,23.9493638962899,Clay,Groundnut
89.50677213968861,29.558413616530334,2024-06-03,Kharif,2.374274654978278,28.418357509524494,95.02012411966643,93.74337759839037,Sandy,Sugarcane
82.7211591227792,26.612353264957257,2024-07-11,Rabi,8.980750652664746,45.88494054152039,5.135574691917,86.276609912374,Clay,Pulses
83.31512904070637,11.534997358967402,2024-05-15,Kharif,5.0885915888076925,31.55547801077897,43.619632947049666,83.5386952088114,Saline,Oilseeds
95.95107062050455,23.253779042923618,2024-03-21,Rabi,2.110196485853878,36.815119021409416,51.06200598165819,50.20717539194085,Clay,Barley
94.55598500241288,24.44955224280364,2023-11-17,Zaid,8.101557632664758,82.36515007307185,18.196586688028948,82.10505294152598,Loamy,Oilseeds
90.82528296785425,20.29853916847273,2024-03-12,Zaid,6.428371623720103,52.32295387155833,74.22183975684592,15.866692135539628,Saline,Soybean
73.18318046994168,23.553131334602156,2024-05-25,Rabi,0.682200721687148,27.866474237121764,44.93167363585716,5.030062910864041,Clay,Soybean
76.29568973956643,16.835147489008648,2024-08-27,Kharif,4.328095418128521,23.00665610451388,12.476182254983515,65.24704207209938,Loamy,Spices
70.17669461015554,26.80819687690279,2024-09-22,Zaid,3.429654946150152,8.236773596795722,45.402447671517734,89.90300264765784,Loamy,Groundnut
92.92757710071027,29.31812424379107,2023-11-19,Zaid,6.434276569230689,82.47168022630362,69.14828957328729,58.29174053105901,Clay,Vegetables
96.37456131419194,34.25444184843212,2024-05-16,Zaid,1.8665634092881729,10.3878709595857,99.8759746395244,51.89690304057193,Loamy,Lentils
69.55924302977269,33.93878051920526,2024-06-10,Rabi,8.972160363202331,88.65070010441379,67.3947620608491,79.79689411654233,Sandy,Wheat
90.37097078331814,31.356498743074166,2023-11-30,Rabi,4.766062353631868,27.176992103272323,54.8118974859709,51.563454029977564,Sandy,Rice
75.89350978243732,25.05756157053745,2024-06-11,Rabi,3.850179222102129,70.12077640568752,24.422357481495492,80.14547132472313,Saline,Cotton
84.21316277500935,29.594700507614814,2024-08-30,Kharif,5.371376733951453,90.92826120265205,14.506772785795086,91.14657823576778,Clay,Rice
88.61382794894779,20.741833138994892,2024-03-27,Zaid,3.144260655313733,72.153652709653,69.49043618541543,85.98761036285806,Sandy,Cotton
70.0086961949022,24.242773906275325,2024-03-19,Rabi,5.751509383714101,86.47407697317233,2.2440221191528997,85.04859905796788,Loamy,Maize
96.7774860873787,11.631349058125144,2024-10-03,Kharif,4.799397841574439,43.63841423563108,80.09294640857676,83.7972990156577,Clay,Fruits
81.67437735325022,31.45711575702239,2024-01-27,Rabi,1.7240714062628386,66.54781141970567,42.07868672127811,46.80497901150926,Clay,Pulses
72.75388329400872,8.799876549700608,2024-06-01,Zaid,1.605298246505334,28.273094011490496,36.86848555430608,5.963415135167683,Sandy,Rice
73.12948122439158,8.079157810847668,2024-06-28,Rabi,5.685658170116671,43.20838928619325,29.54530102961964,54.325761032190336,Saline,Fruits
78.5928270684564,10.58913059404182,2023-12-24,Rabi,4.996566304189356,43.890372613188156,90.63395953747504,27.61086283621903,Clay,Soybean
95.88547449007837,22.811896178515006,2024-08-04,Rabi,4.510273886813365,54.96358154284046,16.42618373107243,15.497544609194847,Loamy,Groundnut
95.97094618089054,28.95871594386136,2024-09-17,Rabi,8.274859042878079,0.6148928751225968,14.411935970616973,48.27049719631689,Saline,Fruits
76.67328584686513,25.04602497511699,2024-08-30,Rabi,6.661757551316862,78.15187901596993,78.2683029267502,54.88760107628813,Clay,Chickpeas
86.9313573043835,14.213577554041649,2024-09-23,Zaid,3.354413354817778,7.608906633947788,25.543828097633238,65.54228511848729,Sandy,Vegetables
86.02121615519565,35.953806811605396,2024-10-12,Kharif,0.9420738947206092,33.40113408051548,74.87677540248137,29.2095092182855,Clay,Tobacco
73.97957816453251,27.939431838465172,2024-04-15,Zaid,6.329584041337416,34.810377252457904,0.9178705582552182,31.094265479357485,Sandy,Chickpeas
69.45787631531898,35.523581348042704,2024-02-28,Kharif,2.9312113768829615,71.33911406484974,46.33121284368882,21.633726668516573,Clay,Vegetables
87.93670565310407,9.583588876837474,2024-08-22,Rabi,4.1303196446982255,71.16581335469108,25.86668746816432,88.87879067227024,Loamy,Sugarcane
73.7389045830942,24.638142379784192,2024-03-06,Rabi,4.821788234956585,4.6051062587229685,25.408832640569134,41.21156454528884,Loamy,Vegetables
96.56532402792595,31.92716691982695,2024-03-16,Kharif,9.825153925140276,57.66466967582359,0.05809718625008342,35.356884472506046,Sandy,Peanuts
87.44418792102545,13.860275268842045,2024-08-14,Zaid,3.8119621814187195,1.1964336969286338,82.42218932633179,82.81272068012781,Sandy,Lentils
95.33433372161173,33.012236660397136,2023-12-11,Rabi,8.822859533196873,65.0875111282694,62.97576664425005,78.37241914613887,Sandy,Fruits
85.47594963709925,35.68476461491815,2024-03-21,Kharif,5.672494907615727,1.0597345690420368,61.83063916224375,17.06179197711679,Loamy,Wheat
92.1113300300562,22.652672808040556,2023-10-29,Zaid,8.330928336992354,69.54082366341713,40.979172446293965,19.685736092166007,Sandy,Barley
91.2424735375413,30.417589056515297,2024-09-24,Rabi,9.929430876707068,13.432236478252868,24.989044775851543,81.72535418926016,Sandy,Soybean
73.42372050763157,30.4896936863317,2023-12-18,Rabi,1.3127482946814097,54.6740246126478,89.12340906373255,67.52504237730693,Saline,Millets
87.14189194373776,30.844148944698702,2024-03-24,Kharif,4.025160354002596,81.9746537572556,32.74945088263069,53.364458638660004,Loamy,Fruits
78.46400890310687,36.482898313723695,2024-09-26,Zaid,0.5686969989291727,42.82801040527027,75.24832594216542,58.22115981448971,Clay,Millets
85.06474519947203,19.171171786466267,2024-03-28,Kharif,9.937280436871143,43.76616578448305,20.30177225729193,9.544542198057881,Sandy,Fruits
88.84548992049264,14.891344286202738,2024-01-06,Zaid,3.2857555163271006,63.17362651523679,21.464354167729727,86.51668104003988,Clay,Soybean
74.45966000437375,17.417219821332537,2024-06-25,Kharif,6.30975195309324,31.99844061021082,77.23184389813572,23.871277570968942,Clay,Spices
81.25110838077416,24.50430392855329,2024-01-12,Kharif,9.692354349010364,76.14692728865484,74.19622245488223,40.276041838118104,Sandy,Tobacco
81.58615422120273,17.041140605050206,2023-12-07,Rabi,3.3438728111828526,91.76026276837013,85.92759494235163,32.09474113120182,Clay,Mustard
84.7381787296561,19.234135196941534,2024-06-06,Kharif,5.500727887050827,63.00505840318852,77.66524925931776,57.44056974313998,Sandy,Barley
84.37035557559133,22.23290485740973,2023-11-13,Kharif,5.596379876922149,5.309841404109317,25.427068609234947,27.902636777714783,Sandy,Rice
76.37542080611239,35.90019015625374,2024-08-17,Kharif,3.6045418824773927,78.67220800473716,13.411492812656721,70.96548077213755,Saline,Cotton
78.0011085336456,21.585215798528147,2024-05-17,Zaid,4.277556906990546,1.7068401409927825,45.564040263651506,28.50572159683371,Loamy,Chickpeas
96.17408926668004,15.401372928909986,2024-01-12,Rabi,7.5677726546124315,1.5436969127557432,81.53943611109301,22.956245776296136,Saline,Rice
77.87319857395758,16.702628551759787,2023-12-25,Kharif,4.62655607073126,15.912483078098239,27.190478219217653,37.045871950909635,Saline,Mustard
79.31673183916817,20.048704224737204,2024-09-20,Kharif,1.7002679743623834,61.673069712970275,90.54738154726793,95.93408511544526,Clay,Spices
74.48847733587876,28.94771258689942,2024-10-02,Rabi,2.2559289060185,80.04681621752732,8.890926325406312,98.84021393554198,Saline,Rice
77.39645600686856,8.780522506900612,2024-03-24,Rabi,4.379803925099893,77.83410031914619,95.20305097710741,9.592952434910151,Loamy,Soybean
76.2228102191331,35.461564164079356,2024-01-19,Kharif,5.656693657806886,74.24117419698281,49.16209832245059,58.34558646525115,Sandy,Lentils
68.92187568817168,15.931408435683128,2024-07-03,Kharif,0.6110572560898914,30.325386251027396,52.29318501518444,17.74247722982405,Clay,Spices
87.36050677247442,14.737553822829085,2024-08-08,Rabi,4.095991046681684,49.12604738414503,55.796991930805504,58.28816997048458,Loamy,Tobacco
95.91909782704786,27.838479552125207,2024-10-19,Rabi,4.899799241535892,65.9701960463133,34.37400001062196,90.35171551955388,Sandy,Lentils
91.60453319070567,33.8909976958754,2024-01-15,Kharif,9.269658153699497,34.91460178540498,1.8201603762785123,90.80005518903286,Clay,Oilseeds
89.02314403975467,10.157110099320438,2024-06-25,Zaid,9.169624428647392,43.242711164755384,49.155954723727135,74.61705359119101,Clay,Peanuts
68.82033903996295,22.546821280932487,2024-01-03,Rabi,8.957816613734092,21.787814669062687,85.07668355621264,10.18845243296801,Sandy,Rice
71.69605873669832,36.10101620276977,2024-03-04,Zaid,5.489382297797479,63.95512304423655,97.3910488839289,91.00464452916161,Sandy,Groundnut
87.51449430341106,17.998433582937132,2023-12-24,Zaid,9.90042312926862,5.597551492986074,76.435239989067,85.06682179951919,Saline,Rice
93.4138918439271,33.03644417468862,2023-12-21,Zaid,8.167614979005142,22.124457498872495,60.0894141791565,87.30641632540531,Sandy,Millets
92.60349826778648,32.78032859367616,2024-03-17,Kharif,9.789908173851504,86.64437452670649,78.16790613607552,30.737001020074693,Loamy,Lentils
85.6292680424502,29.793160796497435,2023-11-19,Rabi,8.7347747035672,10.379118678124888,80.21209697700992,97.91733745149341,Sandy,Wheat
73.02467777407519,24.191659847564043,2024-07-10,Rabi,5.747585696500978,84.54544078990969,40.808306355142236,97.74317919436186,Saline,Oilseeds
90.53922648014577,36.09296157061191,2024-05-31,Kharif,2.629540688375182,78.58071916159159,46.487415894776596,98.10832264929051,Sandy,Mustard
68.69960650516967,17.289252805917556,2024-10-10,Rabi,3.884185071933446,19.128064177307515,31.614225252583605,83.62168589598735,Saline,Oilseeds
84.69757778166345,36.61684809542165,2024-07-16,Zaid,6.398375722830875,50.4410017075268,45.53190297065901,72.11450534638941,Loamy,Lentils
70.36331917028664,20.40975318625063,2024-05-14,Rabi,1.3981307941117354,31.714045784363275,41.62643777471573,13.208605979695065,Sandy,Mustard
82.2136287217511,20.602152447583258,2024-01-16,Kharif,2.0893624260968013,64.06737599678961,58.20106462219109,38.35056994369549,Clay,Mustard
70.12512173410846,13.210876606662662,2024-06-13,Zaid,0.77456209149916,20.346837513193282,17.269507364070424,52.66294598276497,Saline,Sugarcane
95.9693547306372,14.79553386078649,2024-06-11,Rabi,4.564985607328799,59.486463455182005,76.16492693948803,14.071211281691465,Saline,Fruits
96.41386480500334,33.10827793424818,2024-08-04,Kharif,8.343392792697035,77.70293972318538,53.47234762015619,12.596908364434556,Saline,Rice
74.16827160105407,22.556183637668717,2024-09-03,Rabi,1.3895784399151871,20.961259724661808,12.716688284885135,85.22838593129913,Loamy,Wheat
94.75232133514379,36.34204326471982,2024-09-21,Kharif,9.982027809186889,98.75131808421399,0.7474103656977538,66.91384331102483,Loamy,Wheat
90.63541110297133,13.706193150749222,2024-05-09,Rabi,4.248881117056463,28.6901139273137,97.78618142299774,31.868989349097674,Clay,Mustard
73.69607563267428,10.363213855142682,2024-07-12,Zaid,5.491800752674217,35.627200030858255,27.54032479931009,98.65614774676902,Saline,Vegetables
92.79427372934956,10.04619661561929,2024-01-22,Kharif,9.606956266878564,13.28497357379328,37.81952779826516,87.38443253957588,Sandy,Spices
76.866195412005,12.212014520753812,2024-02-23,Rabi,2.376297123401945,12.221087822376631,80.6860104301927,81.75555562887497,Loamy,Vegetables
85.66176074371347,32.91169308424536,2024-03-24,Kharif,0.8988233690485601,60.90930064424729,19.166152012426764,17.640941601123206,Clay,Barley
69.31416004278768,33.46960505708875,2023-11-13,Rabi,4.471313184557243,33.87554486710731,0.9913302270667113,77.47663037210287,Clay,Maize
68.0686065682259,30.638926041741126,2024-03-23,Zaid,3.298666372632031,43.69845830015934,36.47243709046314,38.933295645766876,Loamy,Peanuts
72.7513607555172,29.40044182949811,2024-07-04,Kharif,5.564935813852017,66.87042896125742,11.480491261707016,85.76236074546375,Sandy,Chickpeas
91.54371414351587,9.063334297175167,2024-01-25,Rabi,6.647242208096334,74.38369456392542,46.41514614038593,49.94018772614927,Loamy,Chickpeas
71.83477105366593,32.179907154419894,2024-08-03,Rabi,3.1678901425599886,44.721917589683635,5.7548105211858935,61.107247059873394,Clay,Groundnut
88.06674583608452,16.33663051446241,2023-11-11,Kharif,8.922978258533481,16.977942902811506,44.09164381901491,30.677111348011866,Loamy,Groundnut
88.1533807450626,29.722020237671455,2023-12-22,Rabi,1.2745793223543416,99.9812437484253,98.10323218562188,75.85532765143977,Sandy,Tobacco
87.78543580637235,25.46674053109856,2024-03-14,Rabi,5.677393246969883,57.42262115897374,83.34219637231891,2.9606434461290965,Sandy,Barley
69.48200308543834,16.629746169538684,2023-10-26,Rabi,6.95494492868327,48.33580408356326,35.53263011240144,66.25452539858647,Loamy,Soybean
70.66267575929719,22.873653919572277,2024-07-23,Zaid,5.825167389164031,24.146053956817326,83.61435152079729,50.06482512176359,Sandy,Mustard
74.51217666818067,16.172895372963467,2024-08-16,Kharif,3.1482260617351683,50.56466773228434,67.04503991510673,39.676435132616774,Saline,Sugarcane
86.29065956074055,34.24419254090976,2023-12-27,Zaid,8.004095591968692,71.63910429152074,19.28219592280802,32.40960811266807,Sandy,Maize
74.78602910764593,14.731062274586733,2024-04-21,Zaid,2.4742550706252366,24.20350972276577,13.580561188703033,56.857206338867904,Saline,Oilseeds
78.73428460510029,10.774519101280607,2024-07-21,Kharif,6.878276947015988,51.58361896178572,79.96269221136613,17.40113814101466,Clay,Soybean
87.66684589189036,30.8340918301801,2024-08-07,Kharif,0.5405074781065642,84.42761302523289,71.96123284752314,8.882400921022215,Sandy,Chickpeas
84.82912940186122,14.803196195331134,2024-01-04,Rabi,7.1560374329597725,59.10013490033269,61.87145592258334,46.22128400014712,Loamy,Soybean
91.02536850810193,29.328125271815956,2024-08-30,Kharif,7.995647840187703,92.31187959041426,73.30385377165598,31.854254452788567,Sandy,Maize
86.11009224155792,25.868343436323258,2024-04-21,Rabi,0.619503156745449,30.98166606520384,69.25644575424583,88.51789660294148,Sandy,Barley
91.24502085986023,14.23341789681618,2024-05-12,Zaid,7.510025236850723,67.62459845220351,84.284545591686,15.226032624016028,Loamy,Fruits
87.15079391692512,28.411982277171496,2024-03-18,Rabi,8.798205192833155,29.80568719731963,94.91204284832655,50.709980385327505,Clay,Tobacco
94.15276835308092,10.564328121702605,2023-12-06,Rabi,7.589635375819858,23.593643117159957,0.4244142265552253,42.232721325823434,Sandy,Millets
80.34860715532142,20.55560282466265,2024-08-13,Rabi,5.692422376530088,33.291397672613066,7.109183863198298,88.6792233125905,Sandy,Pulses
95.11247587982695,30.45651400604233,2023-11-02,Rabi,2.234100405636249,61.74736416552261,50.53635302343476,29.4016163521318,Loamy,Soybean
71.6212285547757,32.35635657942515,2024-06-12,Zaid,7.393525823100914,78.49400464425838,52.18455850743934,83.25346860054856,Saline,Lentils
